"gloss","target_child_name","part_of_speech","target_child_sex"
"is that a friend of Rocky's","Jillian","cop comp det:art n prep adj","female"
"it was nice","Jillian","pro:per cop adj","female"
"she gets really hungry","Jillian","pro:sub v adv adj","female"
"my_goodness Rocky must be a good friend of yours","Jillian","co n:prop mod cop det:art adj n prep pro:poss","female"
"and thirsty","Jillian","coord adj","female"
"well it's a chocolate milk okay","Jillian","co pro:per det:art n n adj","female"
"wow there's always different kind of things in Doctor_Seuss books things you'd never see any place else right","Jillian","co pro:exist adv adj n prep n prep n:prop n n pro:per adv v qn n post co","female"
"yeah that's like a fishy","Jillian","co pro:rel prep det:art adj","female"
"very good","Jillian","adv adj","female"
"huh there's a lot of good things in this book aren't there","Jillian","co pro:exist det:art n prep adj n prep det:dem n aux adv","female"
"to be careful","Jillian","inf cop adj","female"
"because it was slippery right","Jillian","conj pro:per cop adj co","female"
"he's so pretty","Jillian","pro:sub adv adj","female"
"remember she was so nice to us","Jillian","v pro:sub cop adv adj prep pro:obj","female"
"must be a very small person","Jillian","mod cop det:art adv adj n","female"
"first before we go visit Jenell","Jillian","adj conj pro:sub v n n:prop","female"
"very nice","Jillian","adv adj","female"
"was she very nice to us","Jillian","cop pro:sub adv adj prep pro:obj","female"
"do they say funny things","Jillian","mod pro:sub v adj n","female"
"wow we're funny","Jillian","co pro:sub adj","female"
"because sometimes you know when things get wet they get really slippery","Jillian","conj adv pro:per v conj n v adj pro:sub v adv adj","female"
"but I think we should definitely tell Jenell that there are very nice people","Jillian","conj pro:sub v pro:sub mod adv v n:prop adv adv cop adv adj n","female"
"you need a kiss on the back there","Jillian","pro:per v det:art n prep det:art adj adv","female"
"work here and let us know how to be careful","Jillian","n adv coord v pro:obj v pro:int inf cop adj","female"
"better","Jillian","adj","female"
"like which is different than a captain","Jillian","co pro:rel cop adj prep det:art n","female"
"I'm sorry","Jillian","pro:sub adj","female"
"let's see what else is on the next page","Jillian","v v pro:int post aux prep det:art adj n","female"
"this is a good game","Jillian","pro:dem cop det:art adj n","female"
"it's empty now honey","Jillian","pro:per adj adv n","female"
"it really is empty","Jillian","pro:per adv cop adj","female"
"you drank that fast","Jillian","pro:per v adv adj","female"
"mhm he is a sad fish","Jillian","co pro:sub cop det:art adj n","female"
"there's nothing left honey bun","Jillian","pro:exist pro:indef adj n n","female"
"I wonder why he's sad","Jillian","pro:sub v pro:rel pro:sub adj","female"
"it's really kind of empty","Jillian","pro:per adv n prep adj","female"
"let's try and look at the picture and see if we can find out why he's sad","Jillian","v v coord v prep det:art n coord v conj pro:sub mod v prep pro:rel pro:sub adj","female"
"what's the little boy doing","Jillian","pro:int det:art adj n part","female"
"it might make him sick","Jillian","pro:per mod v pro:obj adj","female"
"you get the clean water out of the sink and you put it in the cup","Jillian","pro:per v det:art adj n adv prep det:art n coord pro:per v pro:per prep det:art n","female"
"good covering your mouth","Jillian","adj n:gerund det:poss n","female"
"he's kinda different","Jillian","pro:sub n prep adj","female"
"there isn't another we're gonna have dinner in a little while","Jillian","pro:exist cop qn pro:sub part v n prep det:art adj n","female"
"the little baby fish is in the crib","Jillian","det:art adj n n cop prep det:art n","female"
"maybe that's Rocky's friend do you think","Jillian","adv pro:rel adj n v pro:per v","female"
"was he dirty","Jillian","cop pro:sub adj","female"
"yeah he was dirty","Jillian","co pro:sub cop adj","female"
"what do they do all day to get dirty","Jillian","pro:int mod pro:sub v qn n inf v adj","female"
"no this what did this doggie do during the day to get himself all dirty","Jillian","co det:dem pro:int mod det:dem n v prep det:art n inf v pro:refl adv adj","female"
"he's happy","Jillian","pro:sub adj","female"
"same thing you like to do in the tub right","Jillian","adj n pro:per v inf v prep det:art n co","female"
"Minnie is the one who's who's got something special","Jillian","n:prop cop det:art det:num pro:rel part pro:indef adj","female"
"and who who do you pretend to be when you're in the bathtub","Jillian","coord pro:int mod pro:per adj inf cop conj pro:per prep det:art","female"
"does she have a pretty bow in her hair","Jillian","mod pro:sub v det:art adj n prep det:poss n","female"
"and you have a little fish friend who's he","Jillian","coord pro:per v det:art adj n n pro:rel pro:sub","female"
"yeah and you guys just swim in the bathtub","Jillian","co coord pro:per n adj n prep det:art","female"
"is that fun","Jillian","cop pro:dem adj","female"
"did you take a bath at Bubba's","Jillian","mod pro:per v det:art n prep adj","female"
"yeah was that fun","Jillian","co cop pro:dem adj","female"
"that's Jillian's mom","Jillian","pro:dem adj n","female"
"oh good","Jillian","co adj","female"
"it's a funny car though huh","Jillian","pro:per det:art adj n conj co","female"
"oh that happened didn't that happen that happened at Taylor and Tia's house this um Sunday didn't it","Jillian","co pro:rel part mod adv v pro:rel v prep n:prop coord adj n det:dem n:prop mod pro:per","female"
"he kinda you're right his face does look a little bit scared","Jillian","pro:sub n prep pro:per adj det:poss n v v det:art adj n part","female"
"what did you do at Taylor and Tia and Michael and Erik's house this on Sunday remember","Jillian","pro:int mod pro:per v prep n:prop coord n:prop coord n:prop coord adj n prep n:prop v","female"
"that's right you were playing with Erik right","Jillian","pro:dem adj pro:per aux part prep n:prop adj","female"
"tell them all about what this little boy is doing","Jillian","v pro:obj adv prep pro:int det:dem adj n aux part","female"
"why is he bad","Jillian","pro:int cop pro:sub adj","female"
"maybe he's not bad","Jillian","adv pro:sub neg adj","female"
"is it is it comfortable Jillian or does it","Jillian","aux pro:per adj n:prop coord mod pro:per","female"
"oh gosh I hope he's okay","Jillian","co co pro:sub v pro:sub adj","female"
"and what's this little what is that","Jillian","coord pro:int det:dem adj pro:int cop pro:dem","female"
"a little kitten","Jillian","det:art adj n","female"
"do you think it's yummy","Jillian","mod pro:per v pro:per adj","female"
"we took him back to his mommy and daddy's where did we go","Jillian","pro:sub v pro:obj adv prep det:poss n coord adj pro:rel mod pro:sub v","female"
"gosh I feel so bad","Jillian","co pro:sub v adv adj","female"
"he's a happy horsie","Jillian","pro:sub det:art adj n","female"
"that's a real shame that he hurt his feet","Jillian","pro:dem det:art adj n pro:rel pro:sub v det:poss n","female"
"you're very lucky because daddy noticed that you even have a story you know very well","Jillian","pro:per adv adj conj n v comp pro:per adv v det:art n pro:per v adv adv","female"
"oh the owl but the owl doesn't look scary here he looks tired","Jillian","co det:art n conj det:art n mod v adj adv pro:sub cop part","female"
"what does she hafta do to be able to push him","Jillian","pro:int v pro:sub mod v inf cop adj inf v pro:obj","female"
"he looks very sleepy","Jillian","pro:sub cop adv adj","female"
"what's this little guy","Jillian","pro:int det:dem adj n","female"
"there's a couple of different xxx","Jillian","pro:exist det:art n prep adj","female"
"it looks like he's he's doing something funny though","Jillian","pro:per v conj pro:sub part pro:indef adj adv","female"
"that's good","Jillian","pro:dem adj","female"
"that will be able to get her to work faster and it will be able to get her to back to pick up the baby faster right","Jillian","pro:dem mod cop adj inf v pro:obj inf v adj coord pro:per mod cop adj inf v pro:obj inf adv inf v adv det:art n adj adj","female"
"black and yellow and I bet they'll leave a black and blue","Jillian","n coord n coord pro:sub v pro:sub v det:art n coord adj","female"
"that's that's real at my house","Jillian","pro:dem adj prep det:poss n","female"
"good","Jillian","adj","female"
"I'm glad to hear it","Jillian","pro:sub adj inf v pro:per","female"
"wow he's gotta walk on the ceiling to get to his friend's house my_goodness","Jillian","co pro:sub mod v prep det:art n inf v prep det:poss adj n co","female"
"poor things","Jillian","adj n","female"
"look kinda hard","Jillian","v n prep adj","female"
"oh I'm so happy to see you Jillian","Jillian","co pro:sub adv adj inf v pro:per n:prop","female"
"hello little Joey","Jillian","co adj n:prop","female"
"hello how was your day did you have a good day","Jillian","n pro:rel cop det:poss n mod pro:per v det:art adj n","female"
"no it's not a potty cutie it's a","Jillian","co pro:per neg det:art adj n pro:per det:art","female"
"he's sick","Jillian","pro:sub adj","female"
"very good","Jillian","adv adj","female"
"a nurse's doctor","Jillian","det:art adj n","female"
"very nice","Jillian","adv adj","female"
"mommy's at daycare and Joey's at work","Jillian","n prep coord adj prep n","female"
"it's a little bit different from the one we have at home sweetie so it doesn't have the the thing there but credit card","Jillian","pro:per det:art adj n adj prep det:art pro:indef pro:sub v prep adv co co pro:per mod v det:art n adv conj n n","female"
"Jilly's what","Jillian","adj pro:int","female"
"that's kinda what they do huh","Jillian","pro:rel adj prep pro:int pro:sub v co","female"
"Jilly's grumble","Jillian","adj n","female"
"that's great","Jillian","pro:dem adj","female"
"all better","Jillian","adv adj","female"
"that might be too too silly huh","Jillian","pro:rel mod cop adv adv adj co","female"
"let's put it on the on the thingy right","Jillian","v v pro:per prep det:art prep det:art adj co","female"
"tickly","Jillian","adj","female"
"oh are you sleepy","Jillian","co aux pro:per adj","female"
"wow now it's pink","Jillian","co adv pro:per adj","female"
"oh that looks like mommy's water right","Jillian","co pro:rel v prep adj n co","female"
"a pink airplane","Jillian","det:art adj n","female"
"good night","Jillian","adj n","female"
"wow what a good little boy","Jillian","co pro:int det:art adj adj n","female"
"oh that's Jenell's juice too","Jillian","co pro:rel adj n adv","female"
"oh okay","Jillian","co adj","female"
"well what time does that mean","Jillian","co pro:int n mod pro:dem adj","female"
"if it's good morning it's time to go","Jillian","conj pro:per adj n pro:per n inf v","female"
"is that good","Jillian","cop det:dem adj","female"
"I think mommy probably takes him to the potty right","Jillian","pro:sub v n adv v pro:obj prep det:art adj co","female"
"and then let's say let's pretend the potty's right here","Jillian","coord adv:tem v v v v det:art adj cop adv adv","female"
"okay and then he goes on the potty","Jillian","co coord adv:tem pro:sub v prep det:art adj","female"
"good thing you got little fingers","Jillian","adj n pro:per v adj n","female"
"good job","Jillian","adj n","female"
"because you sure don't","Jillian","conj pro:per adj mod","female"
"because somebody's gotta eat the broccoli right","Jillian","conj adj mod v det:art n co","female"
"and mommy's gonna give him a little cup and what is he gonna do","Jillian","coord n part v pro:obj det:art adj n coord pro:int cop pro:sub part v","female"
"that's pretty good","Jillian","pro:dem adv adj","female"
"I'm gonna load up all my groceries okay","Jillian","pro:sub part v adv qn det:poss n adj","female"
"because he's a big boy","Jillian","conj pro:sub det:art adj n","female"
"great","Jillian","adj","female"
"yummy yummy huh","Jillian","adj adj co","female"
"that's great","Jillian","pro:dem adj","female"
"you're good at sharing","Jillian","pro:per adj prep n:gerund","female"
"well mommy better put the baby somewhere","Jillian","co n adj v det:art n adv","female"
"in his special car seat right","Jillian","prep det:poss adj n n co","female"
"actually Jilly said something very important you said","Jillian","adv n:prop v pro:indef adv adj pro:per v","female"
"take the crust off okay","Jillian","v det:art n adv adj","female"
"what's what's he pouring on the poor little owl","Jillian","pro:int pro:int pro:sub part prep det:art adj adj n","female"
"he's gonna get wet do you think he might like it","Jillian","pro:sub part v adj v pro:per v pro:sub mod v pro:per","female"
"did he call remember he called us back though remember","Jillian","mod pro:sub n co pro:sub v pro:obj adj adv co","female"
"hm what food is red","Jillian","co pro:int n cop adj","female"
"oh in in little buckets huh","Jillian","co prep adj n co","female"
"and daddy hoped you felt good and would go to sleep tonight for me","Jillian","coord n v pro:per v adj coord mod v prep n adv:tem prep pro:obj","female"
"these guys look like they're ah they're not very awake are they","Jillian","det:dem n v conj pro:sub co pro:sub neg adv adj cop pro:sub","female"
"this is different than the other milk huh","Jillian","pro:dem cop adj prep det:art qn n co","female"
"we're a happy family","Jillian","pro:sub det:art adj n","female"
"chocolate milk's yummy isn't it","Jillian","n adj adj cop pro:per","female"
"oh everybody's doing the same thing here","Jillian","co pro:indef part det:art adj n adv","female"
"except for him but everybody's doing the same thing","Jillian","v prep pro:obj conj adj part det:art adj n","female"
"little a","Jillian","adj n:let","female"
"very good","Jillian","adv adj","female"
"I'm so glad that these animals eat their broccoli","Jillian","pro:sub adv adj adv det:dem n v det:poss n","female"
"very very good","Jillian","adv adv adj","female"
"oh and these people are very busy","Jillian","co coord det:dem n cop adv adj","female"
"you wanna sleep a little bit","Jillian","pro:per v v det:art adj n","female"
"right these people are very busy","Jillian","adv det:dem n cop adv adj","female"
"oh gonna go bring the babies to Bubba's house","Jillian","co part v v det:art n prep adj n","female"
"that's grandma's","Jillian","pro:dem adj","female"
"yep you know what he's mowing the lawn like daddy does on the tractor but he's gotta lawnmower right","Jillian","co pro:per v pro:int pro:sub part det:art n co n mod prep det:art n conj pro:sub part det:art adj","female"
"maybe the real stuff","Jillian","adv det:art adj n","female"
"what's your favorite food","Jillian","pro:int det:poss adj n","female"
"favorite favorite favorite food Jilly","Jillian","adj n adj n n:prop","female"
"what's this what's this little foxy guy doing","Jillian","pro:int det:dem adj adj n part","female"
"he's got something special for the piggy what does he have","Jillian","pro:sub part pro:indef adj prep det:art adj pro:int v pro:sub v","female"
"ink is a funny word","Jillian","meta cop det:art adj n","female"
"I'm hungry I'll tell you","Jillian","pro:sub adj pro:sub v pro:per","female"
"great","Jillian","adj","female"
"that's really very funny","Jillian","pro:dem adv adv adj","female"
"in a in a big old yellow","Jillian","prep det:art adj adj n","female"
"I do feel like a blue hair day","Jillian","pro:sub mod v prep det:art adj n n","female"
"can I have my blue my hair all blue","Jillian","mod pro:sub v det:poss n det:poss n adv adj","female"
"very nice thank you","Jillian","adv adj v pro:per","female"
"good job","Jillian","adj n","female"
"beautiful","Jillian","adj","female"
"oh there's a lot of busy things going on in here","Jillian","co pro:exist det:art n prep adj n part adv prep adv","female"
"there's a lot of busy things going on in here","Jillian","pro:exist det:art n prep adj n part adv prep adv","female"
"that's not comfortable at all","Jillian","pro:dem neg adj prep pro:indef","female"
"but he it looks like he was taking a nap and look at what they they decided to take the whole bathtub","Jillian","conj pro:sub pro:per v conj pro:sub aux part det:art n coord v prep pro:int pro:sub pro:sub v inf v det:art adj","female"
"that's a piggy yeah you're right","Jillian","pro:dem det:art adj co pro:per co","female"
"you're cute","Jillian","pro:per adj","female"
"I'll go I'm gonna go find the bathroom and I'm gonna use it and I'll be right back okay","Jillian","pro:sub v pro:sub part v v det:art coord pro:sub part inf v pro:per coord pro:sub cop adj n adj","female"
"what were you drawing on the on the board pretty pictures","Jillian","pro:int cop pro:per n prep det:art n adj n","female"
"you're very thirsty","Jillian","pro:per adv adj","female"
"you're very welcome","Jillian","pro:per adv adj","female"
"they are cool shoes","Jillian","pro:sub cop adj n","female"
"that looks like it's fun","Jillian","pro:rel v conj pro:per adj","female"
"gotta go to the bathroom Jilly I'll be right back","Jillian","mod v prep det:art n:prop pro:sub cop adj n","female"
"seems pretty empty sweetie pie want me to take it","Jillian","cop adv adj co n v pro:obj inf v pro:per","female"
"are you cold or are you just fine","Jillian","cop pro:per adv coord cop pro:per adv adj","female"
"on the table sure","Jillian","prep det:art n adj","female"
"I'll make sure it's okay","Jillian","pro:sub v adj pro:per adj","female"
"is we hafta ask Jenell if it's okay","Jillian","aux pro:sub mod v n:prop conj pro:per adj","female"
"you always want french fries Jilly","Jillian","pro:per adv v adj n n:prop","female"
"they're good","Jillian","pro:sub adj","female"
"we were going to Jenell's today","Jillian","pro:sub aux part prep adj adv:tem","female"
"that's good they can become friends","Jillian","pro:dem adj pro:sub mod cop n","female"
"we went and we saw a lot of dinosaurs at a special children's museum there","Jillian","pro:sub v coord pro:sub v det:art n prep n prep det:art n adj n adv","female"
"you sure it's a red hat","Jillian","pro:per adj pro:per det:art adj n","female"
"oh it sounded like someone's moving furniture in another room","Jillian","co pro:per part co adj part n prep qn n","female"
"but they're not really scary after all","Jillian","conj pro:sub neg adv adj prep pro:indef","female"
"I can use a couple of different credit cards or my money","Jillian","pro:sub mod v det:art n prep adj n n coord det:poss n","female"
"and we went for a special reason because we wanted to visit who Jilly","Jillian","coord pro:sub v prep det:art adj n conj pro:sub v prep n pro:rel n:prop","female"
"and while we were there we went to a great great great children's museum","Jillian","coord conj pro:sub cop adv pro:sub v prep det:art adj adj adj adj n","female"
"great","Jillian","adj","female"
"they had a pretend","Jillian","pro:sub v det:art adj","female"
"make sure it doesn't spill anymore","Jillian","v adj pro:per mod v adv","female"
"really expensive piece of machinery","Jillian","adv adj n prep n","female"
"yeah shoulda done that in the first place","Jillian","co mod aux part pro:dem prep det:art adj n","female"
"Pooh's woods","Jillian","adj n","female"
"they're every single one of them right there","Jillian","qn adj pro:indef prep pro:obj adv adv","female"
"wow that's good","Jillian","co pro:dem adj","female"
"great","Jillian","adj","female"
"wow very good","Jillian","co adv adj","female"
"great","Jillian","adj","female"
"you should tell Jenell and Cathy about the restroom in the children's museum","Jillian","pro:per mod v n:prop coord n:prop prep det:art prep det:art adj n","female"
"there was a pretend diner and it was a lot of fun","Jillian","pro:exist cop det:art adj n coord pro:per cop det:art n prep n","female"
"that's great","Jillian","pro:dem adj","female"
"he's a very cute dog","Jillian","pro:sub det:art adv adj n","female"
"does he have a little name","Jillian","mod pro:sub v det:art adj n","female"
"oh look at him he's so cute","Jillian","co v prep pro:obj pro:sub adv adj","female"
"what's Blue's friends' name","Jillian","pro:int adj adj n","female"
"I I'm sure I'm gonna like this story","Jillian","pro:sub adj pro:sub part co det:dem n","female"
"because he's so little","Jillian","conj pro:sub adv adj","female"
"oh that's okay sweetie I don't wanna take all of Cathy's stickers","Jillian","co pro:dem adj co pro:sub mod v v pro:indef prep adj n","female"
"dogs eat and watch tv all at the same time","Jillian","n v coord n n pro:indef prep det:art adj n","female"
"oh I don't know if that's safe","Jillian","co pro:sub mod v comp pro:dem adj","female"
"do you think that's safe","Jillian","mod pro:per v pro:dem adj","female"
"little boy are you ready to go down the slide","Jillian","adj n aux pro:per adj inf v adv det:art n","female"
"so it wasn't a bad boo_boo","Jillian","adv pro:per cop det:art adj n","female"
"are you ready to go down the slide daddy","Jillian","cop pro:per adj inf v adv det:art n n","female"
"oh good","Jillian","co adj","female"
"mommy and daddy are gonna go downstairs to that meeting downstairs and talk to the teachers downstairs okay","Jillian","n coord n aux part v adv prep det:dem part adv coord n prep det:art n adv adj","female"
"good question","Jillian","adj n","female"
"we'll be right back","Jillian","pro:sub cop adj n","female"
"she's ready","Jillian","pro:sub adj","female"
"we'll be right back","Jillian","pro:sub cop adj n","female"
"she's ready","Jillian","pro:sub adj","female"
"oh what a good idea","Jillian","co pro:int det:art adj n","female"
"do you think it's okay if I leave my pocketbook here","Jillian","mod pro:per v pro:per adj conj pro:sub v det:poss adv","female"
"probably Jilly's height","Jillian","adv adj n","female"
"xxx actual","Jillian","adj","female"
"probably on the second bed right","Jillian","adv prep det:art adj n co","female"
"huh okay","Jillian","co adj","female"
"is that better","Jillian","cop comp adj","female"
"oh I'm sorry","Jillian","co pro:sub adj","female"
"it's not bad to go to the doctor","Jillian","pro:per neg adj inf v prep det:art n","female"
"oh you had a good sleep sweetheart","Jillian","co pro:per v det:art adj n","female"
"oh I'm so happy to hear that","Jillian","co pro:sub adv adj inf v pro:dem","female"
"did you have sweet dreams","Jillian","mod pro:per v adj n","female"
"let me get it all ready and you keep playing","Jillian","v pro:obj v pro:per adv adj coord pro:per v part","female"
"when I get it ready I'll tell you okay","Jillian","conj pro:sub v pro:per v pro:sub v pro:per adj","female"
"which one's a circle","Jillian","pro:rel adj det:art n","female"
"very good","Jillian","adv adj","female"
"why don't we make it more comfortable for you","Jillian","pro:int mod pro:sub v pro:per adv adj prep pro:per","female"
"is there something special that you wanna do for Jenell on the microphone so she can have it always","Jillian","cop adv pro:indef adj comp pro:per v v prep n:prop prep det:art n conj pro:sub mod v pro:per adv","female"
"that is not very nice is it","Jillian","pro:dem cop neg adv adj aux pro:per","female"
"it's uncomfortable huh","Jillian","pro:per adj co","female"
"very good","Jillian","adv adj","female"
"okay is that better","Jillian","co aux adv adj","female"
"that sounds like brown bear brown bear what do you see","Jillian","det:dem n prep adj n adj n pro:int mod pro:per v","female"
"right because that's where the babies go in their car seats","Jillian","adj conj pro:rel pro:rel det:art n v prep det:poss n n","female"
"that's one of Jillian's favorite xxx","Jillian","pro:dem pro:indef prep adj n","female"
"brown bear brown bear what do you see","Jillian","adj n adj n pro:int mod pro:per v","female"
"great the whole family can go someplace","Jillian","adj det:art adj n mod v adv","female"
"where's the whole family gonna go","Jillian","pro:int det:art adj n part v","female"
"Bert's the one that stays home","Jillian","adj det:art pro:indef pro:rel v adv","female"
"do you think it's okay to have the dinosaurs come in the car with the family","Jillian","mod pro:per v pro:per adj inf v det:art n v adv det:art n prep det:art n","female"
"do you think Woody's gonna what's Woody gonna do","Jillian","mod pro:per v adj part pro:int n:prop part inf v","female"
"that's okay","Jillian","pro:dem adj","female"
"she's going on the potty","Jillian","pro:sub part prep det:art adj","female"
"what a good girl","Jillian","pro:int det:art adj n","female"
